CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
230030298,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,400 BLOCK S MAIN ST,ANN ARBOR,2023-07-19 15:31:00,FRAUD,-83.74869559999996,42.277942299000074
230030238,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK S STATE ST,ANN ARBOR,2023-07-18 06:00:00,LARCENY - ALL OTHER,-83.74103860099996,42.27033490000008
230029930,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,200 BLOCK E DAVIS AVE,ANN ARBOR,2023-07-17 02:12:00,SEX OFFENSES - CSC,-83.74784360099994,42.27055270000005
230029930,ALL OTHER,4801,RESISTING OFFICER,B,200 BLOCK E DAVIS AVE,ANN ARBOR,2023-07-17 02:12:00,OBSTRUCTING POLICE,-83.74784360099994,42.27055270000005
230029368,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK W HURON ST,ANN ARBOR,2023-07-13 12:45:30,TRESPASSING / INVASION OF PRIVACY,-83.75166069999995,42.28180800000007
230030342,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,700 BLOCK N UNIVERSITY AVE,ANN ARBOR,2023-07-19 19:12:00,LARCENY - ALL OTHER,-83.73979889999998,42.27881750000006
230028639,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK MAYNARD,ANN ARBOR,2023-07-08 06:19:00,DAMAGE TO PROPERTY,-83.74200029999997,42.27845590100003
230030313,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,400 BLOCK S FOURTH AVE,ANN ARBOR,2023-07-19 16:27:00,BURGLARY - RESIDENTIAL,-83.74726719999995,42.27628030000005
230030408,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,100 BLOCK S FOURTH AVE,ANN ARBOR,2023-07-20 07:36:00,PUBLIC PEACE,-83.74756270099994,42.281172500000025
230028054,ARSON,2009,ARSON -PUBLIC BUILDING,A,100 BLOCK N FOURTH AVE,ANN ARBOR,2023-07-04 19:08:00,ARSON,-83.74693070099994,42.28185700000006
230030341,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK S MAIN ST,ANN ARBOR,2023-07-19 19:02:00,ASSAULT - SIMPLE,-83.74983509999998,42.272502701000064
230029927,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2800 BLOCK ATTERBERRY DR,ANN ARBOR,2023-07-16 23:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.78639780099996,42.276081901000055
230030306,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK WAYMARKET DR,ANN ARBOR,2023-06-19 00:00:00,LARCENY - ALL OTHER,-83.75788900199996,42.24333320000005
230030252,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,300 BLOCK E WILLIAM ST,ANN ARBOR,2023-07-19 11:00:00,FRAUD,-83.74493910099994,42.27798950000005
230019515,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK S STATE ST,ANN ARBOR,2023-05-09 07:13:00,ASSAULT - SIMPLE,-83.74103859899998,42.27954099900006
230030348,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1700 BLOCK PLYMOUTH RD,ANN ARBOR,2023-07-19 18:45:00,LARCENY - ALL OTHER,-83.72154500099998,42.298947300000066
230030350,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2023-07-16 00:30:00,LARCENY - ALL OTHER,-83.71583379999998,42.24252559900003
230029995,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK SUNSET RD,ANN ARBOR,2023-07-17 15:32:00,ASSAULT - SIMPLE,-83.74815469999999,42.29130040000007
230025105,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,N MAIN ST & W SUMMIT ST,ANN ARBOR,2023-06-14 19:42:00,OUI OF LIQUOR / DRUGS,-83.74739079899996,42.28847950000005
230026601,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK S FIRST ST,ANN ARBOR,2023-06-23 08:15:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
230026601,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,200 BLOCK S FIRST ST,ANN ARBOR,2023-06-23 08:15:00,LARCENY - ALL OTHER,-83.75166069999995,42.28180800000007
230026601,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,200 BLOCK S FIRST ST,ANN ARBOR,2023-06-23 08:15:00,DAMAGE TO PROPERTY,-83.75166069999995,42.28180800000007
230029832,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK LONGMAN LN,ANN ARBOR,2023-07-16 00:30:00,LARCENY - FROM AUTO (LFA),-83.77578169999998,42.28183020000006
230030421,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,FERNWOOD AVE & PACKARD RD,ANN ARBOR,2023-07-20 09:23:00,ASSAULT - AGGRAVATED,-83.69386400099995,42.24516300000005
230030362,ALL OTHER,5012,PROBATION VIOLATION,B,100 BLOCK W LIBERTY ST,ANN ARBOR,2023-07-19 21:48:00,OBSTRUCTING JUSTICE,-83.74960690099994,42.27979749900004
230030362,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,100 BLOCK W LIBERTY ST,ANN ARBOR,2023-07-19 21:48:00,OBSTRUCTING JUSTICE,-83.74960690099994,42.27979749900004
230030347,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,3100 BLOCK WASHTENAW AVE,ANN ARBOR,2023-07-19 15:30:00,LARCENY - FROM AUTO (LFA),-83.69815849899999,42.25797269900005
230030736,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,700 BLOCK MILLER AVE,ANN ARBOR,2023-07-21 16:06:00,INTIMIDATION / STALKING,-83.75680509999995,42.284926400000074
230030123,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2300 BLOCK PRAIRIE ST,ANN ARBOR,2023-07-18 14:15:00,ASSAULT - SIMPLE,-83.70285060099997,42.30758840000004
230030460,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2023-07-19 18:00:00,FRAUD,-83.68953660099999,42.256730799000024
230028067,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3100 BLOCK WILLIAMSBURG DR,ANN ARBOR,2023-07-04 21:10:00,ASSAULT - SIMPLE,-83.69704519999993,42.23503370000003
230030598,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,700 BLOCK MILLER AVE,ANN ARBOR,2023-07-20 22:31:00,ASSAULT - AGGRAVATED,-83.75680509999995,42.284926400000074
230030800,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3600 BLOCK MIDDLETON DR,ANN ARBOR,2023-07-21 03:22:30,LARCENY - FROM AUTO (LFA),-83.69129429899994,42.29631550100004
230030684,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2000 BLOCK YORKTOWN DR,ANN ARBOR,2023-07-21 05:00:00,LARCENY - FROM AUTO (LFA),-83.69834539999994,42.30429330000004
230030780,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK E UNIVERSITY AVE,ANN ARBOR,2023-07-20 21:15:00,LARCENY - ALL OTHER,-83.73528989899995,42.26960600000007
230008311,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,PACKARD ST  &  EISENHOWER PKWY,ANN ARBOR,2023-02-23 23:41:00,OBSTRUCTING POLICE,-83.71502089899997,42.244678201000056
230030539,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2023-07-19 19:30:00,FRAUD,-83.74614239899995,42.240490600000044
230029795,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3300 BLOCK COLUMBUS LN,ANN ARBOR,2023-07-16 01:43:00,MOTOR VEHICLE THEFT / FRAUD,-83.79680799999994,42.287707700000055
230030762,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1800 BLOCK N MAPLE RD,ANN ARBOR,2023-07-21 04:07:00,ASSAULT - AGGRAVATED,-83.78129729999995,42.29900809900005
230030818,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,200 BLOCK BROOKSIDE DR,ANN ARBOR,2023-07-21 19:14:30,BURGLARY - RESIDENTIAL,-83.74188929899998,42.30441669900006
230030720,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK S MAIN ST,ANN ARBOR,2023-07-15 19:33:00,LARCENY - ALL OTHER,-83.74862209999998,42.273330600000065
230030883,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2100 BLOCK JACKSON AVE,ANN ARBOR,2023-07-22 09:45:00,ASSAULT - SIMPLE,-83.77802120099994,42.282608700000026
230030836,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S. STATE ST.,ANN ARBOR,2023-07-21 16:30:00,LARCENY - ALL OTHER,-83.74043689999996,42.27879860100006
230030367,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK W HURON ST,ANN ARBOR,2023-07-19 22:11:00,LARCENY - ALL OTHER,-83.75794589999998,42.281479200000035
230030928,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK MILLER AVE,ANN ARBOR,2023-07-22 13:37:30,ASSAULT - SIMPLE,-83.75680509999995,42.284926400000074
230030924,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2200 BLOCK FULLER CT,ANN ARBOR,2023-07-22 07:00:00,DAMAGE TO PROPERTY,-83.71692479999996,42.28554740000004
230030769,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,3700 BLOCK MIDDLETON DR,ANN ARBOR,2023-07-21 01:30:00,LARCENY - FROM AUTO (LFA),-83.68700819999998,42.296155200000044
230030732,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,100 BLOCK S FOURTH AVE,ANN ARBOR,2023-07-21 15:45:00,EXTORTION - BLACKMAIL,-83.74756270099994,42.281172500000025
230030651,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK GEORGETOWN BLVD,ANN ARBOR,2023-07-21 03:15:00,LARCENY - FROM AUTO (LFA),-83.69984020099997,42.307250500000066
230031033,SHOPLIFTING,3078,RETAIL FRAUD THEFT 3RD DEGREE,A,400 BLOCK E HURON ST,ANN ARBOR,2023-07-22 23:52:30,LARCENY - RETAIL FRAUD,-83.74362339899994,42.281465500000024
230030621,SHOPLIFTING,3078,RETAIL FRAUD THEFT 3RD DEGREE,A,300 BLOCK S STATE ST,ANN ARBOR,2023-07-21 02:16:00,LARCENY - RETAIL FRAUD,-83.74114229999998,42.278683700000045
230030846,SHOPLIFTING,3078,RETAIL FRAUD THEFT 3RD DEGREE,A,300 BLOCK S STATE ST,ANN ARBOR,2023-07-22 01:32:30,LARCENY - RETAIL FRAUD,-83.74114229999998,42.278683700000045
230030955,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,700 BLOCK MILLER AVE,ANN ARBOR,2023-07-22 16:03:00,INTIMIDATION / STALKING,-83.75680509999995,42.284926400000074
230031046,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK E WILLIAM ST,ANN ARBOR,2023-07-23 02:11:00,LARCENY - ALL OTHER,-83.74236649999995,42.27800250000007
230030711,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,1100 BLOCK LONG SHORE DR,ANN ARBOR,2023-07-21 13:58:00,OTHER - ORDINANCE VIOLATIONS,-83.74376199999995,42.29371100100008
230031043,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,500 BLOCK E LIBERTY ST,ANN ARBOR,2023-07-23 01:32:00,ASSAULT - SIMPLE,-83.74242339999995,42.27918740000007
230030193,SHOPLIFTING,3078,RETAIL FRAUD THEFT 3RD DEGREE,A,700 BLOCK S MAIN ST,ANN ARBOR,2023-07-18 22:22:00,LARCENY - RETAIL FRAUD,-83.74983509999998,42.272502701000064
230030713,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3600 BLOCK FREDERICK DR,ANN ARBOR,2023-07-21 02:30:00,LARCENY - FROM AUTO (LFA),-83.68864860099995,42.29653310100008
230031100,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1100 BLOCK S MAPLE RD,ANN ARBOR,2023-07-23 14:35:00,ASSAULT - AGGRAVATED,-83.78060780099997,42.26837640000008
230031114,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,900 BLOCK BROWN ST,ANN ARBOR,2023-07-22 00:00:00,LARCENY - ALL OTHER,-83.74892230099994,42.269844300000045
231000240,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2023-03-05 03:00:00,LARCENY - FROM AUTO (LFA),-83.77542569999997,42.26869250100003
230015381,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,600 BLOCK S FOREST AVE,ANN ARBOR,2023-04-12 22:08:00,LARCENY - FROM AUTO (LFA),-83.73346509999999,42.27454370000004
230030258,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,THOMPSON ST & E LIBERTY ST,ANN ARBOR,2023-07-19 11:41:00,SEX OFFENSES - CSC,-83.74324560099996,42.27941300100008
230030258,ALL OTHER,4801,RESISTING OFFICER,B,THOMPSON ST & E LIBERTY ST,ANN ARBOR,2023-07-19 11:41:00,OBSTRUCTING POLICE,-83.74324560099996,42.27941300100008
230031226,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,200 BLOCK W LIBERTY ST,ANN ARBOR,2023-07-19 11:59:30,OTHER - ORDINANCE VIOLATIONS,-83.75085159999998,42.279366700000026
230031216,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,200 BLOCK E HURON ST,ANN ARBOR,2023-07-24 12:00:00,LARCENY - ALL OTHER,-83.74679599899997,42.28120720000004
230030961,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK N MAPLE RD,ANN ARBOR,2023-07-22 16:41:00,LARCENY - ALL OTHER,-83.77931790099996,42.284667099000046
230030181,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3400 BLOCK ASHBURNAM ROAD,ANN ARBOR,2023-07-18 20:51:00,FRAUD,-83.69070440099995,42.318400100000076
230030579,ALL OTHER,7399,ALL OTHER ORDINANCE VIOLATIONS,B,E WILLIAM ST & S MAIN ST,ANN ARBOR,2023-07-20 20:57:00,OTHER - ORDINANCE VIOLATIONS,-83.74869559999996,42.277942299000074
230031236,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,500 BLOCK HILL ST,ANN ARBOR,2023-07-17 12:00:00,OTHER - ORDINANCE VIOLATIONS,-83.74303040099994,42.272054800000035
230013796,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,800 BLOCK BROWN ST,ANN ARBOR,2023-04-01 01:30:00,MOTOR VEHICLE THEFT / FRAUD,-83.74899339899997,42.27140920100004
230016042,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2700 BLOCK HIKONE RD,ANN ARBOR,2023-04-16 17:21:00,LARCENY - ALL OTHER,-83.71187689899995,42.24344730000007
230023358,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2000 BLOCK COMMERCE DR,ANN ARBOR,2023-06-02 21:33:00,ASSAULT - SIMPLE,-83.74303779999997,42.28082560000007
230029783,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY ST & MAYNARD ST,ANN ARBOR,2023-07-16 02:33:00,ASSAULT - SIMPLE,-83.74201869899997,42.27937040100005
230030474,STOLEN PROPERTY,2804,STOLEN PROPERTY - POSSESSING,A,1000 BLOCK S MAPLE RD,ANN ARBOR,2023-07-20 13:22:00,STOLEN PROPERTY,-83.78086100099995,42.269461000000035
230030474,WEAPON LAW VIOLATIONS,5295,CONCEALED WEAPONS - FIREARM IN AUTO (CCW),A,1000 BLOCK S MAPLE RD,ANN ARBOR,2023-07-20 13:22:00,WEAPONS OFFENSE,-83.78086100099995,42.269461000000035
230030060,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,1500 BLOCK WHITE ST,ANN ARBOR,2023-06-30 20:30:00,ASSAULT - AGGRAVATED,-83.73939519899994,42.26171339900003
230031291,DRUG/NARCOTIC VIOLATIONS,3599,DANGEROUS DRUGS (OTHER),A,300 BLOCK S FIFTH AVE,ANN ARBOR,2023-07-24 20:39:00,DRUG OFFENSES,-83.74676479899995,42.27839590000008
230031495,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,1200 BLOCK S STATE ST,ANN ARBOR,2023-07-12 12:00:00,FRAUD,-83.74026599899997,42.267166700000075
230031274,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2300 BLOCK SANDALWOOD CIR,ANN ARBOR,2023-07-24 03:00:00,LARCENY - FROM AUTO (LFA),-83.71047919999995,42.30806430100006
231000239,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2023-04-01 04:30:00,LARCENY - FROM AUTO (LFA),-83.77542569999997,42.26869250100003
230031206,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2023-07-24 00:45:00,LARCENY - ALL OTHER,-83.71035609999996,42.232561299000054
230028940,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2023-07-07 21:00:00,LARCENY - RETAIL FRAUD,-83.77373959999994,42.270242600000074
230030712,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1600 BLOCK PONTIAC ST,ANN ARBOR,2023-07-21 14:10:00,LARCENY - ALL OTHER,-83.73744700099996,42.297276099000044
230031326,AGGRAVATED ASSAULT,1306,AGG/FEL ASSAULT - NON-FAMILY - STRONG ARM,A,E LIBERTY ST & S STATE ST,ANN ARBOR,2023-07-25 03:30:00,ASSAULT - AGGRAVATED,-83.74080790099998,42.27933520000005
230030326,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK ASTOR AVE,ANN ARBOR,2023-07-19 06:30:00,LARCENY - ALL OTHER,-83.73561099899996,42.25639200100005
230028260,DRIVING UNDER THE INFLUENCE,8030,CHILD ENDANGERMENT (OCCUPANT LESS THAN 16),B,WASHTENAW AVE & PLATT RD,ANN ARBOR,2023-07-05 23:01:00,OUI OF LIQUOR / DRUGS,-83.70048289999994,42.257716799000036
230028260,DRIVING UNDER THE INFLUENCE,8043,"ABILITY IMPAIRED BY ALCOHOL, VOLUNTARY",B,WASHTENAW AVE & PLATT RD,ANN ARBOR,2023-07-05 23:01:00,OUI OF LIQUOR / DRUGS,-83.70048289999994,42.257716799000036
230025783,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1600 BLOCK BROOKFIELD DR,ANN ARBOR,2023-06-18 01:00:00,MOTOR VEHICLE THEFT / FRAUD,-83.76226069999996,42.24835900000005
230025481,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3500 BLOCK GREEN BRIER BLVD,ANN ARBOR,2023-06-16 05:55:00,LARCENY - FROM AUTO (LFA),-83.69138960099997,42.298831000000064
230025481,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2607,FRAUD - FALSE STATEMENTS,A,3500 BLOCK GREEN BRIER BLVD,ANN ARBOR,2023-06-16 05:55:00,FRAUD,-83.69138960099997,42.298831000000064
230031214,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2023-07-23 03:15:30,DAMAGE TO PROPERTY,-83.70675349899994,42.30289590000007
230031234,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK E UNIVERSITY AVE,ANN ARBOR,2023-07-22 22:45:00,LARCENY - ALL OTHER,-83.73528989899995,42.26960600000007
230029798,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3300 BLOCK COLUMBUS LN,ANN ARBOR,2023-07-16 02:32:00,LARCENY - FROM AUTO (LFA),-83.79755650099997,42.28785790000006
230030114,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1900 BLOCK GEDDES AVE,ANN ARBOR,2023-07-17 23:30:00,DAMAGE TO PROPERTY,-83.72365280099996,42.275157500000034
230031348,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK W LIBERTY ST,ANN ARBOR,2023-07-25 01:30:00,DAMAGE TO PROPERTY,-83.75263559999996,42.278926901000034
230031348,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,400 BLOCK W LIBERTY ST,ANN ARBOR,2023-07-25 01:30:00,LARCENY - ALL OTHER,-83.75263559999996,42.278926901000034
230031324,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK N UNIVERSITY AVE,ANN ARBOR,2023-07-25 03:33:00,ASSAULT - SIMPLE,-83.74014640099995,42.27889779900005
230031324,ALL OTHER,5012,PROBATION VIOLATION,B,700 BLOCK N UNIVERSITY AVE,ANN ARBOR,2023-07-25 03:33:00,OBSTRUCTING JUSTICE,-83.74014640099995,42.27889779900005
230031324,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,700 BLOCK N UNIVERSITY AVE,ANN ARBOR,2023-07-25 03:33:00,ASSAULT - AGGRAVATED,-83.74014640099995,42.27889779900005
230029962,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3600 BLOCK PACKARD RD,ANN ARBOR,2023-07-17 10:58:00,ASSAULT - SIMPLE,-83.68599489899998,42.245371000000034
230026017,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,300 BLOCK E ANN ST,ANN ARBOR,2023-05-24 21:27:30,PUBLIC PEACE,-83.74520879999994,42.28247260000006
230026579,ALL OTHER,4801,RESISTING OFFICER,B,2900 BLOCK ST AUBIN AVE,ANN ARBOR,2023-06-24 18:24:00,OBSTRUCTING POLICE,-83.70183329999998,42.244532700000036
230026579,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,2900 BLOCK ST AUBIN AVE,ANN ARBOR,2023-06-24 18:24:00,ASSAULT - AGGRAVATED,-83.70183329999998,42.244532700000036
230026579,ALL OTHER,4899,OBSTRUCT POLICE (OTHER),B,2900 BLOCK ST AUBIN AVE,ANN ARBOR,2023-06-24 18:24:00,OBSTRUCTING POLICE,-83.70183329999998,42.244532700000036
230017529,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,PACKARD ST & HILL ST,ANN ARBOR,2023-04-27 01:03:00,OUI OF LIQUOR / DRUGS,-83.74165899999997,42.27186580000006
230017529,ALL OTHER,5012,PROBATION VIOLATION,B,PACKARD ST & HILL ST,ANN ARBOR,2023-04-27 01:03:00,OBSTRUCTING JUSTICE,-83.74165899999997,42.27186580000006
230016154,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK ST AUBIN AVE,ANN ARBOR,2023-04-14 05:34:00,ASSAULT - SIMPLE,-83.70183329999998,42.244532700000036
230016500,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK ST AUBIN AVE,ANN ARBOR,2023-04-20 05:06:00,ASSAULT - SIMPLE,-83.70183329999998,42.244532700000036
230030443,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2000 BLOCK RUGBEE CT,ANN ARBOR,2023-07-10 15:00:00,FRAUD,-83.77273959999997,42.25588680000004
230022733,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,100 BLOCK E LIBERTY ST,ANN ARBOR,2023-05-30 12:55:00,FRAUD,-83.74815369999999,42.27945549900005
230026267,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1100 BLOCK CLAIR CIR,ANN ARBOR,2023-06-22 17:14:00,ASSAULT - SIMPLE,-83.76271469899996,42.29266589900004
